timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta
1777326758.3189647,g4.hpc.coe,34662,,0,0.0,0.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,,,,,,,,,,,,,
1777326758.8190873,g4.hpc.coe,34662,0.5001,0,0.0,0.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326759.3191931,g4.hpc.coe,34662,0.5001,0,0.0,0.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326759.819299,g4.hpc.coe,34662,0.5001,0,0.0,0.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326760.3194075,g4.hpc.coe,34662,0.5001,0,0.0,0.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326760.8195179,g4.hpc.coe,34662,0.5001,0,0.0,11.0,12288.0,267222666642,267212986181,466442900,463464201,11112923,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326761.319623,g4.hpc.coe,34662,0.5001,0,7.0,419.0,12288.0,267227886635,267213001406,466448346,463464626,11119836,0,0,0,0,0,0,0,0,0,6,0,2578,5219993,15225,5446,425,6913,0,0,0,0,0,0,0,0
1777326761.819773,g4.hpc.coe,34662,0.5001,0,0.0,419.0,12288.0,267227886635,267213001406,466448346,463464626,11119836,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326762.3198798,g4.hpc.coe,34662,0.5001,0,0.0,419.0,12288.0,267227886635,267213001406,466448346,463464626,11119836,0,0,0,0,0,0,0,0,0,6,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
1777326762.8199892,g4.hpc.coe,34662,0.5001,0,0.0,419.0,12288.0,267227886642,267213001432,466448347,463464627,11119836,0,0,0,0,0,0,0,0,0,6,0,2578,7,26,1,1,0,0,0,0,0,0,0,0,0
