timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta,label
1778096619.2473192,g2.hpc.coe,41393,,0,0.0,0.0,12288.0,136137395396,136368419715,139260262,139445655,3127583,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,idle
1778096619.7474525,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137395727,136368419772,139260265,139445656,3127583,0,0,0,0,0,0,0,0,0,0,0,0,331,57,3,1,0,0,0,0,0,0,0,0,0,idle
1778096620.2475643,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137396078,136368419829,139260267,139445657,3127583,0,0,0,0,0,0,0,0,0,0,0,0,351,57,2,1,0,0,0,0,0,0,0,0,0,idle
1778096620.747692,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137396471,136368419886,139260269,139445658,3127583,0,0,0,0,0,0,0,0,0,0,0,0,393,57,2,1,0,0,0,0,0,0,0,0,0,idle
1778096621.2478364,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137396906,136368419943,139260271,139445659,3127583,0,0,0,0,0,0,0,0,0,0,0,0,435,57,2,1,0,0,0,0,0,0,0,0,0,idle
1778096621.747942,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137397383,136368420000,139260273,139445660,3127583,0,0,0,0,0,0,0,0,0,0,0,0,477,57,2,1,0,0,0,0,0,0,0,0,0,idle
1778096622.2480695,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137397902,136368420057,139260275,139445661,3127583,0,0,0,0,0,0,0,0,0,0,0,0,519,57,2,1,0,0,0,0,0,0,0,0,0,idle
1778096622.7482026,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137398486,136368420136,139260278,139445663,3127583,0,0,0,0,0,0,0,0,0,0,0,0,584,79,3,2,0,0,0,0,0,0,0,0,0,idle
1778096623.2483442,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137399112,136368420215,139260281,139445665,3127583,0,0,0,0,0,0,0,0,0,0,0,0,626,79,3,2,0,0,0,0,0,0,0,0,0,idle
1778096623.7484777,g2.hpc.coe,41393,0.5001,0,0.0,0.0,12288.0,136137399780,136368420294,139260284,139445667,3127583,0,0,0,0,0,0,0,0,0,0,0,0,668,79,3,2,0,0,0,0,0,0,0,0,0,idle
