timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta
1778080788.3173947,g2.hpc.coe,40875,,0,0.0,0.0,12288.0,1091085240,1310691917,3337563,3401834,51772,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1778080788.8174975,g2.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,1091264753,1356285526,3342645,3490548,51772,0,0,0,0,0,0,0,0,0,0,0,0,179513,45593609,5082,88714,0,0,0,0,0,0,0,0,0
1778080789.317594,g2.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,1091340613,1370235161,3344631,3517923,51773,0,0,0,0,0,0,0,0,0,0,0,0,75860,13949635,1986,27375,1,0,0,0,0,0,0,0,0
1778080789.817667,g2.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,1091462026,1373886461,3347119,3526472,51773,0,0,0,0,0,0,0,0,0,0,0,0,121413,3651300,2488,8549,0,0,0,0,0,0,0,0,0
1778080790.317768,g2.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,1091541462,1375099739,3348638,3529867,51773,0,0,0,0,0,0,0,0,0,0,0,0,79436,1213278,1519,3395,0,0,0,0,0,0,0,0,0
1778080790.8178744,g2.hpc.coe,40875,0.5001,0,0.0,0.0,12288.0,1091568094,1375319966,3349141,3530720,51773,0,0,0,0,0,0,0,0,0,0,0,0,26632,220227,503,853,0,0,0,0,0,0,0,0,0
1778080791.3180168,g2.hpc.coe,40875,0.5001,0,3.0,279.0,12288.0,1091579194,1377876546,3349450,3535691,51773,0,0,0,0,0,0,0,0,0,0,0,0,11100,2556580,309,4971,0,0,0,0,0,0,0,0,0
1778080791.8181336,g2.hpc.coe,40875,0.5001,0,10.0,419.0,12288.0,1096823442,1388862113,3355640,3552448,53613,0,0,0,0,0,0,0,0,0,0,0,0,5244248,10985567,6190,16757,1840,0,0,0,0,0,0,0,0
1778080792.318241,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096834002,1389249862,3355846,3553324,53613,0,0,0,0,0,0,0,0,0,0,0,0,10560,387749,206,876,0,0,0,0,0,0,0,0,0
1778080792.8183541,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096844076,1389685676,3356042,3554283,53613,0,0,0,0,0,0,0,0,0,0,0,0,10074,435814,196,959,0,0,0,0,0,0,0,0,0
1778080793.31847,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096855158,1390103139,3356261,3555211,53613,0,0,0,0,0,0,0,0,0,0,0,0,11082,417463,219,928,0,0,0,0,0,0,0,0,0
1778080793.818591,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096865933,1390406887,3356463,3555925,53613,0,0,0,0,0,0,0,0,0,0,0,0,10775,303748,202,714,0,0,0,0,0,0,0,0,0
1778080794.3187168,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096873077,1390619906,3356595,3556421,53613,0,0,0,0,0,0,0,0,0,0,0,0,7144,213019,132,496,0,0,0,0,0,0,0,0,0
1778080794.8188212,g2.hpc.coe,40875,0.5001,0,0.0,419.0,12288.0,1096882763,1390991919,3356781,3557244,53613,0,0,0,0,0,0,0,0,0,0,0,0,9686,372013,186,823,0,0,0,0,0,0,0,0,0
